,Fea,2k_th,3k_th,Mean,LSL,USL
167,B118_TP_ABC[Z],-1.3495337938192065,-1.1644219495508663,-1.3968298700297674,-1.5,1.5
168,B118_TP_ADE_SHORT[X],-0.14831918202711736,0.04450188806780697,-0.1975849654363705,-1.5,1.5
169,B118_TP_ADE_SHORT[Y],0.8344782563979094,0.8488389644123004,0.8308090955002324,-1.5,1.5
170,B119_TP_ABC[X],0.4845299542398851,0.4936067381788814,0.4822108359434715,-1.5,1.5
171,B119_TP_ABC[Y],0.061568891498512524,0.046358521640525494,0.06545514099722821,-1.5,1.5
172,B119_TP_ABC[Z],-0.9442855535507414,-0.9640372108626372,-0.939239005107552,-1.5,1.5
173,B119_TP_ADE_SHORT[X],-0.004697264898353339,-0.028076151211991293,0.0012760405547811574,-1.5,1.5
174,B119_TP_ADE_SHORT[Y],0.2325705390368858,0.2792366614842972,0.22064734475157216,-1.5,1.5
175,B120_TP_ABC[X],0.7984767313070211,1.0557176450239383,0.732751677852349,-1.5,1.5
176,B120_TP_ABC[Y],0.7476122716799876,0.6968308711784507,0.7605869195081303,-1.5,1.5
177,B120_TP_ABC[Z],-0.7991117977912827,-0.891929389052966,-0.7753969032239226,-1.5,1.5
178,B120_TP_ABC[Profile Surface],1.1051275196563088,1.1896647800238358,1.0835282496324057,-1.0,1.0
179,B120_TP_ABC[Surface Min Dev],-1.1051275196563088,-1.1896647800238358,-1.0835282496324057,-1.0,1.0
180,B120_TP_ABC[Surface Max Dev],-0.41464421759483616,-0.5117087653409361,-0.38984422564570764,-1.0,1.0
181,B120_TP_ADE_SHORT[X],-0.24440208357592746,-0.13275713738717887,-0.2729273673271527,-1.5,1.5
182,B120_TP_ADE_SHORT[Y],0.9372553777197807,0.9526723504784604,0.9333163411799381,-1.5,1.5
183,B121_TP_ABC[X],0.43236343620569473,0.4241445494190127,0.43446336177969197,-1.5,1.5
184,B121_TP_ABC[Y],-0.1919552059854096,-0.20924465936093253,-0.1875377506479635,-1.5,1.5
185,B121_TP_ABC[Z],-0.15210929600703704,-0.12334915700704299,-0.15945751152153553,-1.5,1.5
186,B121_TP_ABC[Profile Surface],0.7938353334559254,0.7804455049169934,0.7972564346476225,-1.0,1.0
187,B121_TP_ABC[Surface Min Dev],-0.7762312145224078,-0.7474451086039964,-0.7835860645845619,-1.0,1.0
188,B121_TP_ABC[Surface Max Dev],0.19775833396618284,0.2331822029550345,0.18870753543953123,-1.0,1.0
189,B121_TP_ADE_SHORT[X],-0.07182940988440889,-0.11536408964479339,-0.06070629920563065,-1.5,1.5
190,B121_TP_ADE_SHORT[Y],-0.002208900922092083,0.046486220721300084,-0.014650504501978783,-1.5,1.5
191,B122_PROF_ABC[Surface Min Dev],-1.3495337938192065,-1.1644219495508663,-1.3968298700297674,-1.5,1.5
192,B122_PROF_ABC[Surface Max Dev],-0.3991625926559431,-0.49088602751568783,-0.37572725504927834,-1.5,1.5
193,B122_PROF_AF[Surface Min Dev],-1.115981501716382,-0.964891630581376,-1.154584963791376,-1.5,1.5
194,B122_PROF_AF[Surface Max Dev],-0.1663261826027379,-0.2932278203484233,-0.1339028141587153,-1.5,1.5
195,B123_PROF_ABC[Surface Min Dev],-0.9442855535507414,-0.9640372108626372,-0.939239005107552,-1.5,1.5
196,B123_PROF_ABC[Surface Max Dev],0.6195565347769368,0.6758106486820548,0.6051836086741792,-1.5,1.5
197,B124_TP_ABC[X],0.3771592852056942,0.6822901078241578,0.29919836002667677,-1.5,1.5
198,B124_TP_ABC[Y],0.9054203426689662,1.123577117166617,0.8496812867848165,-1.5,1.5
199,B124_TP_ABC[Z],0.0014347871440511285,-0.00824097739838818,0.003906944984644371,-1.5,1.5
200,B124_TP_ABC[True Position],2.0443461446052864,2.6039045865459514,1.9013789626894466,-1.0,1.0
201,B124_TP_AH[X],0.6175107322384119,0.3899140605013679,0.6756616818672267,-1.5,1.5
202,B124_TP_AJ[Y],-0.3554687067440851,-0.1496963267717638,-0.4080435498270132,-1.5,1.5
203,B125_TP_ABC[X],0.1324731677022023,0.26515723037319416,0.0985723896897639,-1.5,1.5
204,B125_TP_ABC[Y],1.1926466510625493,1.4107940869531141,1.13690998119251,-1.5,1.5
205,B125_TP_ABC[Z],0.33456567941923443,0.3708561914936205,0.3252934535842288,-1.5,1.5
206,B125_TP_AH[X],0.37313898342813845,-0.028319972074881905,0.47571174655916015,-1.5,1.5
207,B125_TP_AJ[Y],-0.06794595676031775,0.13866726846395394,-0.12073563580511919,-1.5,1.5
208,B145_TP_ABC[X],-0.01361082478372655,0.1936128220306977,-0.06655646654481195,-1.5,1.5
209,B145_TP_ABC[Y],0.6429579293568668,0.74598867793749,0.6166335730945175,-1.5,1.5
210,B145_TP_ABC[Z],-0.8274823549581148,-0.8432388636392851,-0.8234565669900759,-1.5,1.5
211,B146_TP_ABC[X],0.5499759689657228,1.0517009555269514,0.4217852348993289,-2.0,2.0
212,B146_TP_ABC[Y],0.5483684764083855,0.3923186396687876,0.5882392096953528,-2.0,2.0
213,B146_TP_ABC[Z],-0.0562878589230963,-0.06413145776904386,-0.054283819417956694,-2.0,2.0
214,B146_TP_ADE_SHORT[X],-0.4976187866760728,-0.14229118933515383,-0.5884049877966775,-1.5,1.5
215,B146_TP_ADE_SHORT[Y],-0.1330350357602953,-0.40113603577068097,-0.06453523025764173,-1.5,1.5
216,B147_TP_ABC[X],0.03470005521067179,0.20545767418885044,-0.00892851643825285,-2.0,2.0
217,B147_TP_ABC[Y],0.6570947988668079,0.6956541742999979,0.6472428784436278,-2.0,2.0
218,B147_TP_ABC[Z],-0.7300234141578171,-0.5298707590963774,-0.781162417526015,-2.0,2.0
219,B147_TP_ADE_SHORT[X],-0.46247804058862263,-0.32580766321193716,-0.4973973220083657,-1.5,1.5
220,B147_TP_ADE_SHORT[Y],-0.022391573995689057,-0.09427277130189872,-0.004025928083952482,-1.5,1.5
221,B148_TP_ABC[X],0.6523129506206566,0.6854520851390731,0.6438459017512012,-2.0,2.0
222,B148_TP_ABC[Y],0.8535162494007396,0.8285360024976043,0.8598987024844906,-2.0,2.0
223,B148_TP_ABC[Z],-0.09818011745618618,-0.10776755944399757,-0.09573052602830037,-2.0,2.0
224,B148_TP_ADE_SHORT[X],-0.3945885529438691,-0.5065767240728647,-0.3659755752204107,-1.5,1.5
225,B148_TP_ADE_SHORT[Y],0.19325374198748,0.06141977984300373,0.22693731931539368,-1.5,1.5
226,B150_TP_ABC[X],0.6166357227476079,1.0106971811170002,0.5159530201342282,-1.5,1.5
227,B150_TP_ABC[Y],0.5327950706868048,0.5174267276387281,0.5367216823355884,-1.5,1.5
228,B150_TP_ABC[Z],0.006045567459709649,0.01870673963824032,0.0028106379680950615,-1.5,1.5
229,B150_TP_ADE_SHORT[X],-0.43090444017099255,-0.18273984777753483,-0.494310493527521,-1.5,1.5
230,B150_TP_ADE_SHORT[Y],-0.17012337841258357,-0.3023890363031857,-0.13632950282153475,-1.5,1.5
231,B151_TP_ABC[X],-0.007617367158590127,0.17393918427090213,-0.0540050660488254,-2.0,2.0
232,B151_TP_ABC[Y],0.8062051549800944,0.8651801488946799,0.7911370440349178,-2.0,2.0
233,B151_TP_ABC[Z],-0.8156740812798393,-0.65015610357726,-0.8579639245828483,-2.0,2.0
234,B151_TP_ADE_SHORT[X],-0.5048458757951723,-0.3567912156547017,-0.5426738414610626,-1.5,1.5
235,B151_TP_ADE_SHORT[Y],0.10369262883715222,0.047020784348426145,0.11817228510402172,-1.5,1.5
236,B152_PROF_ABC[Surface Min Dev],-0.10308077135282509,-0.10591626741049809,-0.10235630211008963,-1.5,1.5
237,B152_PROF_ABC[Surface Max Dev],0.009729133238223452,0.017279316326691014,0.00780006145911999,-1.5,1.5
238,B152_PROF_BF[Surface Min Dev],0.13088802522515808,0.09350905631487182,0.14043835178173622,-1.5,1.5
239,B152_PROF_BF[Surface Max Dev],0.24399421301709803,0.21576671664673186,0.2512063383397266,-1.5,1.5
240,B156_TP_ABC[X],0.7796071730584098,0.7336358499690031,0.7913528461077531,-2.0,2.0
241,B156_TP_ABC[Y],0.5778388744636146,0.8040969447821622,0.5200299374972257,-2.0,2.0
242,B156_TP_ABC[Z],-1.1871885847993517,-1.2030850083197342,-1.1831270485898941,-2.0,2.0
243,B156_TP_ABC[Profile Surface],1.5280724008121975,1.5559302437112164,1.5209547219514983,-1.0,1.0
244,B156_TP_ABC[Surface Min Dev],-1.5280724008121975,-1.5559302437112164,-1.5209547219514983,-1.0,1.0
245,B156_TP_ABC[Surface Max Dev],-0.8462150435542065,-0.8503885629749601,-0.845148709342204,-1.0,1.0
246,B156_TP_AMN_SHORT[X],0.5330289922372178,0.15010297272121775,0.6308665902235557,-1.5,1.5
247,B156_TP_AMN_SHORT[Y],0.3773187179775854,0.5354922744734394,0.3369053742928947,-1.5,1.5
248,B156_TP_AMN_SHORT[Z],-1.18712696151801,-1.2029405368278439,-1.1830865930263474,-2.0,2.0
249,B157_TP_ABC[X],-0.012446398043341494,0.21041874221122148,-0.06938844137838233,-2.0,2.0
250,B157_TP_ABC[Y],0.20016625150477907,0.2681551644745774,0.1827950842409956,-2.0,2.0
251,B157_TP_ABC[Z],-0.3629395355526726,-0.5428189501351743,-0.3169803451268434,-2.0,2.0
252,B157_TP_ABC[Profile Surface],0.4579610884117782,0.5961320549171277,0.42265840646966135,-1.0,1.0
253,B157_TP_ABC[Surface Min Dev],-0.4452558327995053,-0.619045077783354,-0.400852680706132,-1.0,1.0
254,B157_TP_ABC[Surface Max Dev],-0.2809671697025887,-0.46644832816672455,-0.23357673371500198,-1.0,1.0
255,B157_TP_ADE_SHORT[X],-0.5446885653308688,-0.36298859868806205,-0.5911129068081059,-1.5,1.5
256,B157_TP_ADE_SHORT[Y],-0.5474166544721776,-0.6045268794598637,-0.5328249919878237,-1.5,1.5
257,B158_PROF_ABC[Surface Min Dev],-1.5280724008121975,-1.5559302437112164,-1.5209547219514983,-1.5,1.5
258,B158_PROF_ABC[Surface Max Dev],-0.8462150435542065,-0.8503885629749601,-0.845148709342204,-1.5,1.5
259,B159_PROF_ABC[Surface Min Dev],-0.445310011324817,-0.6188397841717871,-0.40097315436241615,-1.5,1.5
260,B159_PROF_ABC[Surface Max Dev],0.0929318896867287,0.01509081508049015,0.11282028424862264,-1.5,1.5
261,B163_TP_ABC[X],-0.05905044497600753,0.3767459474814421,-0.17039642324888585,-1.5,1.5
262,B163_TP_ABC[Y],0.1909861680201731,0.25639129799242993,0.17427515731226145,-1.5,1.5
263,B163_TP_ABC[Z],-0.01196457992670781,-0.0877470046652666,0.007397829593993969,-1.5,1.5
264,B163_TP_ABC[Profile Surface],0.2770578216413253,0.26737838084913434,0.2795309187637301,-1.0,1.0
265,B163_TP_ABC[Surface Min Dev],-0.11686783999097007,-0.19087568205881175,-0.09795883634263652,-1.0,1.0
266,B163_TP_ABC[Surface Max Dev],0.09286215885228358,0.015378585866470895,0.11265921175015871,-1.0,1.0
267,B163_TP_AMN_SHORT[X],-0.0315965880425956,0.18624468598656824,-0.08725503355704697,-1.5,1.5
268,B163_TP_AMN_SHORT[Y],-0.00913909789364271,-0.01137120465026081,-0.008568794617326786,-1.5,1.5
269,B163_TP_AMN_SHORT[Z],-0.01194266752803029,-0.08771787703786094,0.007417898501731428,-1.5,1.5
270,B170_TP_ABC[X],0.6511058635419689,0.9672812648360607,0.5703230485113283,-1.5,1.5
271,B170_TP_ABC[Y],0.7914491158053474,2.1815886830441276,0.436268456375839,-1.5,1.5
272,B170_TP_ABC[Z],0.2744511344683583,0.23329546022805114,0.28496640923675676,-1.5,1.5
273,B170_TP_ABC[Surface Min Dev],0.644574501189712,2.0362292557114974,0.28900671140939604,-1.0,1.0
274,B170_TP_ABC[Surface Max Dev],0.938320454927654,2.3269057472015335,0.5835369127516778,-1.0,1.0
275,B170_TP_AD[X],1.254943695229827,1.4323989179452357,1.20960388582604,-1.5,1.5
276,B170_TP_AD[Z],1.4560115759833976,1.381377078622894,1.4750806900590063,-1.5,1.5
277,B170_TP_AD[True Position],3.8660818338129994,3.9767526972436236,3.8378054282064746,-1.0,1.0
278,B171_TP_ABC[X],-0.6040072108047736,-0.4657107997044114,-0.639341943840916,-1.5,1.5
279,B171_TP_ABC[Y],1.6197308009944813,3.638167852917352,1.104020134228188,-1.5,1.5
280,B171_TP_ABC[Z],-1.181465399697349,-1.1479830727664722,-1.190020134228188,-1.5,1.5
281,B171_TP_ABC[Surface Min Dev],1.4801656630458444,3.5095509660792654,0.9616577181208055,-1.0,1.0
282,B171_TP_ABC[Surface Max Dev],1.7590748455558167,3.7662236651572494,1.2462483221476508,-1.0,1.0
283,B172_PROF_ABC[Surface Min Dev],0.644574501189712,2.0362292557114974,0.28900671140939604,-1.5,1.5
284,B172_PROF_ABC[Surface Max Dev],0.938320454927654,2.3269057472015335,0.5835369127516778,-1.5,1.5
285,B173_PROF_ABC[Surface Min Dev],1.4801656630458444,3.5095509660792654,0.9616577181208055,-1.5,1.5
286,B173_PROF_ABC[Surface Max Dev],1.7590748455558167,3.7662236651572494,1.2462483221476508,-1.5,1.5
287,B187_TP_OD_ABC[X],-1.784832544502463,-2.0216027045265306,-1.724337768616314,-1.5,1.5
288,B187_TP_OD_ABC[Y],1.268920731416523,0.9791885982018577,1.34294729145287,-1.5,1.5
289,B187_TP_OD_ABC[Z],-0.13116666272011068,-0.3105447145804318,-0.08533557046979866,-1.5,1.5
290,B187_TP_OD_AD[X],-1.1825394069341024,-1.5578043541411408,-1.0866592129227042,-1.5,1.5
291,B187_TP_OD_AD[Z],1.05043412182484,0.8378128992814368,1.1047588441846796,-1.5,1.5
292,B190_TP_ID_ABC[X],-0.46673286264487,-0.559563007865177,-0.44301476054108163,-1.5,1.5
293,B190_TP_ID_ABC[Y],-0.06451192870348776,-0.4264625027015618,0.027966442953020126,-1.5,1.5
294,B190_TP_ID_ABC[Z],0.5606962462416182,0.45313596575473014,0.588177897906018,-1.5,1.5
295,B190_TP_ID_AF[X],-1.1181698430209068,-1.5262902311776219,-1.013895083846866,-1.5,1.5
296,B190_TP_ID_AF[Y],-0.8559863904128271,-2.608149465092328,-0.40830872483221486,-1.0,1.0
297,B190_TP_ID_AF[Z],0.2850242206699345,0.21760962790184818,0.3022486491221805,-1.5,1.5
298,B190_TP_OD_ABC[X],-0.9321276861539554,-0.8744007040233406,-0.9468769300883275,-1.5,1.5
299,B190_TP_OD_ABC[Y],-0.2967789186431498,-0.5237530229011266,-0.23878703500523674,-1.5,1.5
300,B190_TP_OD_ABC[Z],0.28550126367423245,0.11520982570786958,0.3290107260746382,-1.5,1.5
301,B190_TP_OD_AF[X],-1.5841364787027845,-1.8408558122142553,-1.5185446889906038,-1.5,1.5
302,B190_TP_OD_AF[Y],-1.0882747473341858,-2.7053681515762626,-0.6751073825503354,-1.0,1.0
303,B190_TP_OD_AF[Z],0.010628753076909275,-0.11896553922044417,0.0437400947588831,-1.5,1.5
304,B191_TP_ABC[X],0.03615561945237761,0.5642210602489277,-0.09876510067114096,-1.5,1.5
305,B191_TP_ABC[Y],0.30240187191303447,0.34568085157876216,0.2913440926084411,-1.5,1.5
306,B191_TP_ABC[Z],-0.9986390321411114,-0.8533577909644641,-1.0357583892617448,-1.5,1.5
307,B191_TP_ABC[Profile Surface],1.1474663902934783,1.000117256570374,1.1851140939597316,-1.0,1.0
308,B191_TP_ABC[Surface Min Dev],-1.1474663902934783,-1.000117256570374,-1.1851140939597316,-1.0,1.0
309,B191_TP_ABC[Surface Max Dev],-0.8499254643070198,-0.7072888176934827,-0.8863691275167785,-1.0,1.0
310,B191_TP_AMN_SHORT[X],0.06355436505701989,0.37376596209653884,-0.015704697986577195,-1.5,1.5
311,B191_TP_AMN_SHORT[Y],-0.09435562778846183,-0.20482902424978938,-0.06612967499259265,-1.5,1.5
312,B192_TP_ABC[X],0.46412989658351633,1.3398796330114684,0.24037583892617456,-1.5,1.5
313,B192_TP_ABC[Y],0.5669566092018394,0.5146467524041812,0.5803217776136411,-1.5,1.5
314,B192_TP_ABC[Z],-1.1949483948552737,-1.0705525092627601,-1.226731543624161,-1.5,1.5
315,B192_TP_ABC[Profile Surface],1.4677842044596567,1.355905017386845,1.49636933675676,-1.0,1.0
316,B192_TP_ABC[Surface Min Dev],-1.4677842044596567,-1.355905017386845,-1.49636933675676,-1.0,1.0
317,B192_TP_ABC[Surface Max Dev],-0.9226144659411478,-0.7856690220879592,-0.9576040268456375,-1.0,1.0
318,B192_TP_AMN_SHORT[X],0.21776143227784744,0.7558162092485352,0.08028843676183671,-1.5,1.5
319,B192_TP_AMN_SHORT[Y],0.16971341968398662,-0.037184156573984495,0.22257575041789826,-1.5,1.5
320,B193_PROF_ABC[Surface Min Dev],-1.1474663902934783,-1.000117256570374,-1.1851140939597316,-1.5,1.5
321,B193_PROF_ABC[Surface Max Dev],-0.8499254643070198,-0.7072888176934827,-0.8863691275167785,-1.5,1.5
322,B193_PROF_BAY[Surface Min Dev],-0.9661523678898835,-0.7287065131272858,-1.0268197837817272,-1.5,1.5
323,B193_PROF_BAY[Surface Max Dev],-0.6682315180085792,-0.4353809731702784,-0.727724832214765,-1.5,1.5
324,B194_PROF_ABC[Surface Min Dev],-1.4677842044596567,-1.355905017386845,-1.49636933675676,-1.5,1.5
325,B194_PROF_ABC[Surface Max Dev],-0.9226144659411478,-0.7856690220879592,-0.9576040268456375,-1.5,1.5
326,B194_PROF_BAY[Surface Min Dev],-1.2860486298812936,-1.0842768949438126,-1.3376013081578202,-1.5,1.5
327,B194_PROF_BAY[Surface Max Dev],-0.7410256477193283,-0.5143975461225356,-0.7989291276773088,-1.5,1.5
328,B203_TP_ABC[X],-1.6100197809653123,-2.1067627977925096,-1.4831019401659633,-1.5,1.5
329,B203_TP_ABC[Y],0.1915881952156134,0.21164498481830965,0.1864636854721245,-1.5,1.5
330,B203_TP_ABC[Z],-0.6961170900662035,-0.4136951383115878,-0.7682758987395077,-1.5,1.5
331,B203_TP_ABC[Profile Surface],0.37267816297645406,0.33656262354890537,0.38190568330019276,-1.0,1.0
332,B203_TP_ABC[Surface Min Dev],0.06857095975308944,0.07272725984860459,0.06750902507868532,-1.0,1.0
333,B203_TP_ABC[Surface Max Dev],0.31390715604791514,0.3485474729879998,0.3050565550697235,-1.0,1.0
334,B204_TP_ABC[X],-1.4418575727843725,-1.3105109072578027,-1.475416645826411,-1.5,1.5
335,B204_TP_ABC[Y],0.3200335421500926,0.007792289572230882,0.39981118218373624,-1.5,1.5
336,B204_TP_ABC[Z],0.08239332184184736,0.15732613999346337,0.06324798680410947,-1.5,1.5
337,B204_TP_ABC[Profile Surface],0.6412122323685644,0.3015754908747751,0.7279894198202276,-1.0,1.0
338,B204_TP_ABC[Surface Min Dev],0.008423864209571419,-0.2601011301467646,0.07703200026761525,-1.0,1.0
339,B204_TP_ABC[Surface Max Dev],0.6351949921122121,0.2870885024903238,0.7241362002106045,-1.0,1.0
340,B205_PROF_ABC[Surface Min Dev],0.06857095975308944,0.07272725984860459,0.06750902507868532,-1.5,1.5
341,B205_PROF_ABC[Surface Max Dev],0.31390715604791514,0.3485474729879998,0.3050565550697235,-1.5,1.5
342,B206_PROF_ABC[Surface Min Dev],0.008423864209571419,-0.2601011301467646,0.07703200026761525,-1.5,1.5
343,B206_PROF_ABC[Surface Max Dev],0.6351949921122121,0.2870885024903238,0.7241362002106045,-1.5,1.5
344,B207_TP_ABC[X],0.4505064367602083,-0.23423405600191893,0.6254576326609319,-1.5,1.5
345,B207_TP_ABC[Y],0.03671299173428193,-0.05015512020806823,0.058907794335552384,-1.5,1.5
346,B207_TP_ABC[Z],-0.98487449849919,-1.1127305442476902,-0.9522072788104481,-1.5,1.5
347,B207_TP_ABC[Profile Surface],1.0657155088361352,1.1989069400613448,1.0316850981580943,-1.0,1.0
348,B207_TP_ABC[Surface Min Dev],-1.0657155088361352,-1.1989069400613448,-1.0316850981580943,-1.0,1.0
349,B207_TP_ABC[Surface Max Dev],-0.8459063449510917,-0.9655970633771783,-0.8153253663932266,-1.0,1.0
350,B208_TP_ABC[X],0.7210978534791492,0.7525326179583773,0.7130662711547066,-1.5,1.5
