,B001_TP_ABC[X],B001_TP_ABC[Y],B001_TP_ABC[Z],B002_Patch[X],B003_Patch[X],B004_Patch[X],B005_Patch[X],B006_Patch[X],B007_Patch[X],B008_TP_ABC[X],B008_TP_ABC[Y],B008_TP_ABC[Z],B009_ANGUL_A[Angularity],B009_ANGUL_B[Angularity],B009_PROF_ABC[Surface Min Dev],B009_PROF_ABC[Surface Max Dev],B010_ANGUL_A[Angularity],B010_ANGUL_B[Angularity],B010_PROF_ABC[Profile Surface],B010_PROF_ABC[Surface Min Dev],B010_PROF_ABC[Surface Max Dev],B010_PROF_AS[Surface Min Dev],B010_PROF_AS[Surface Max Dev],B015_TP_ABC[X],B015_TP_ABC[Y],B015_TP_ABC[Z],B015_TP_ABC[Profile Surface],B015_TP_ABC[Surface Min Dev],B015_TP_ABC[Surface Max Dev],B015_TP_ADE_SHORT[X],B015_TP_ADE_SHORT[Y],B016_TP_ABC[X],B016_TP_ABC[Y],B016_TP_ABC[Z],B016_TP_ABC[Profile Surface],B016_TP_ABC[Surface Min Dev],B016_TP_ABC[Surface Max Dev],B016_TP_ADE_SHORT[X],B016_TP_ADE_SHORT[Y],B019_PROF_ABC[Surface Min Dev],B019_PROF_ABC[Surface Max Dev],B019_PROF_F[Surface Min Dev],B019_PROF_F[Surface Max Dev],B020_PROF_ABC[Surface Min Dev],B020_PROF_ABC[Surface Max Dev],B020_PROF_F[Surface Min Dev],B020_PROF_F[Surface Max Dev],B032_PROF_LH_ABC[Surface Min Dev],B032_PROF_LH_ABC[Surface Max Dev],B032_PROF_RH_ABC[Surface Min Dev],B032_PROF_RH_ABC[Surface Max Dev],B035_TP_ABC[X],B035_TP_ABC[Y],B035_TP_ABC[Z],B035_TP_ABC[Profile Surface],B035_TP_ABC[Surface Min Dev],B035_TP_ABC[Surface Max Dev],B036_TP_ABC[X],B036_TP_ABC[Y],B036_TP_ABC[Z],B036_TP_ABC[Profile Surface],B036_TP_ABC[Surface Min Dev],B036_TP_ABC[Surface Max Dev],B037_PROF_ABC[Surface Min Dev],B037_PROF_ABC[Surface Max Dev],B038_PROF_ABC[Surface Min Dev],B038_PROF_ABC[Surface Max Dev],B045_TP_ABC[X],B045_TP_ABC[Y],B045_TP_ABC[Z],B045_TP_ABC[Surface Min Dev],B045_TP_ABC[Surface Max Dev],B045_TP_AP[Y],B045_TP_AP[Z],B045_TP_AP[True Position],B046_TP_ABC[X],B046_TP_ABC[Y],B046_TP_ABC[Z],B046_TP_ABC[Surface Min Dev],B046_TP_ABC[Surface Max Dev],B046_TP_AN[Y],B046_TP_AN[Z],B046_TP_AN[True Position],B059_TP_ABC[X],B059_TP_ABC[Y],B059_TP_ABC[Z],B059_TP_ABC[Profile Surface],B059_TP_ABC[Surface Min Dev],B059_TP_ABC[Surface Max Dev],B067_PROF_ABC[Surface Min Dev],B067_PROF_ABC[Surface Max Dev],B075_TP_ABC[X],B075_TP_ABC[Y],B075_TP_ABC[Z],B075_TP_ABC[Surface Min Dev],B075_TP_ABC[Surface Max Dev],B075_TP_T[X],B075_TP_T[Y],B075_TP_T[Z],B076_TP_ABC[X],B076_TP_ABC[Y],B076_TP_ABC[Z],B076_TP_ABC[Surface Min Dev],B076_TP_ABC[Surface Max Dev],B076_TP_X[X],B076_TP_X[Y],B076_TP_X[Z],B077_PROF_BV[Surface Min Dev],B077_PROF_BV[Surface Max Dev],B078_PROF_BAH[Surface Min Dev],B078_PROF_BAH[Surface Max Dev],B080_TP_ABC[X],B080_TP_ABC[Y],B080_TP_ABC[Z],B080_TP_ABC[Profile Surface],B080_TP_ABC[Surface Min Dev],B080_TP_ABC[Surface Max Dev],B081_TP_ABC[X],B081_TP_ABC[Y],B081_TP_ABC[Z],B081_TP_ABC[Profile Surface],B081_TP_ABC[Surface Min Dev],B081_TP_ABC[Surface Max Dev],B083_TP_ABC[X],B083_TP_ABC[Y],B083_TP_ABC[Z],B083_TP_AH[X],B083_TP_AJ[Y],B084_PROF_ABC[Surface Min Dev],B084_PROF_ABC[Surface Max Dev],B085_PROF_ABC[Surface Min Dev],B085_PROF_ABC[Surface Max Dev],B085_PROF_AZ[Surface Min Dev],B085_PROF_AZ[Surface Max Dev],B087_TP_ABC[X],B087_TP_ABC[Y],B087_TP_ABC[Z],B087_TP_ABC[Profile Surface],B087_TP_ABC[Surface Min Dev],B087_TP_ABC[Surface Max Dev],B087_TP_TC[Y],B087_TP_TC[Z],B089_PROF_V[Surface Min Dev],B089_PROF_V[Surface Max Dev],B097_TP_ABC[X],B097_TP_ABC[Y],B097_TP_ABC[True Position],B098_TP_ABC[X],B098_TP_ABC[Y],B098_TP_ABC[Z],B098_TP_AU[X],B098_TP_AU[Y],B115_TP_ABC[X],B115_TP_ABC[Y],B115_TP_ABC[Z],B116_TP_ABC[X],B116_TP_ABC[Y],B116_TP_ABC[Z],B116_TP_ADE_SHORT[X],B116_TP_ADE_SHORT[Y],B117_TP_ABC[X],B117_TP_ABC[Y],B117_TP_ABC[Z],B117_TP_ADE_SHORT[X],B117_TP_ADE_SHORT[Y],B118_TP_ABC[X],B118_TP_ABC[Y],B118_TP_ABC[Z],B118_TP_ADE_SHORT[X],B118_TP_ADE_SHORT[Y],B119_TP_ABC[X],B119_TP_ABC[Y],B119_TP_ABC[Z],B119_TP_ADE_SHORT[X],B119_TP_ADE_SHORT[Y],B120_TP_ABC[X],B120_TP_ABC[Y],B120_TP_ABC[Z],B120_TP_ABC[Profile Surface],B120_TP_ABC[Surface Min Dev],B120_TP_ABC[Surface Max Dev],B120_TP_ADE_SHORT[X],B120_TP_ADE_SHORT[Y],B121_TP_ABC[X],B121_TP_ABC[Y],B121_TP_ABC[Z],B121_TP_ABC[Profile Surface],B121_TP_ABC[Surface Min Dev],B121_TP_ABC[Surface Max Dev],B121_TP_ADE_SHORT[X],B121_TP_ADE_SHORT[Y],B122_PROF_ABC[Surface Min Dev],B122_PROF_ABC[Surface Max Dev],B122_PROF_AF[Surface Min Dev],B122_PROF_AF[Surface Max Dev],B123_PROF_ABC[Surface Min Dev],B123_PROF_ABC[Surface Max Dev],B124_TP_ABC[X],B124_TP_ABC[Y],B124_TP_ABC[Z],B124_TP_ABC[True Position],B124_TP_AH[X],B124_TP_AJ[Y],B125_TP_ABC[X],B125_TP_ABC[Y],B125_TP_ABC[Z],B125_TP_AH[X],B125_TP_AJ[Y],B145_TP_ABC[X],B145_TP_ABC[Y],B145_TP_ABC[Z],B146_TP_ABC[X],B146_TP_ABC[Y],B146_TP_ABC[Z],B146_TP_ADE_SHORT[X],B146_TP_ADE_SHORT[Y],B147_TP_ABC[X],B147_TP_ABC[Y],B147_TP_ABC[Z],B147_TP_ADE_SHORT[X],B147_TP_ADE_SHORT[Y],B148_TP_ABC[X],B148_TP_ABC[Y],B148_TP_ABC[Z],B148_TP_ADE_SHORT[X],B148_TP_ADE_SHORT[Y],B150_TP_ABC[X],B150_TP_ABC[Y],B150_TP_ABC[Z],B150_TP_ADE_SHORT[X],B150_TP_ADE_SHORT[Y],B151_TP_ABC[X],B151_TP_ABC[Y],B151_TP_ABC[Z],B151_TP_ADE_SHORT[X],B151_TP_ADE_SHORT[Y],B152_PROF_ABC[Surface Min Dev],B152_PROF_ABC[Surface Max Dev],B152_PROF_BF[Surface Min Dev],B152_PROF_BF[Surface Max Dev],B156_TP_ABC[X],B156_TP_ABC[Y],B156_TP_ABC[Z],B156_TP_ABC[Profile Surface],B156_TP_ABC[Surface Min Dev],B156_TP_ABC[Surface Max Dev],B156_TP_AMN_SHORT[X],B156_TP_AMN_SHORT[Y],B156_TP_AMN_SHORT[Z],B157_TP_ABC[X],B157_TP_ABC[Y],B157_TP_ABC[Z],B157_TP_ABC[Profile Surface],B157_TP_ABC[Surface Min Dev],B157_TP_ABC[Surface Max Dev],B157_TP_ADE_SHORT[X],B157_TP_ADE_SHORT[Y],B158_PROF_ABC[Surface Min Dev],B158_PROF_ABC[Surface Max Dev],B159_PROF_ABC[Surface Min Dev],B159_PROF_ABC[Surface Max Dev],B163_TP_ABC[X],B163_TP_ABC[Y],B163_TP_ABC[Z],B163_TP_ABC[Profile Surface],B163_TP_ABC[Surface Min Dev],B163_TP_ABC[Surface Max Dev],B163_TP_AMN_SHORT[X],B163_TP_AMN_SHORT[Y],B163_TP_AMN_SHORT[Z],B170_TP_ABC[X],B170_TP_ABC[Y],B170_TP_ABC[Z],B170_TP_ABC[Surface Min Dev],B170_TP_ABC[Surface Max Dev],B170_TP_AD[X],B170_TP_AD[Z],B170_TP_AD[True Position],B171_TP_ABC[X],B171_TP_ABC[Y],B171_TP_ABC[Z],B171_TP_ABC[Surface Min Dev],B171_TP_ABC[Surface Max Dev],B172_PROF_ABC[Surface Min Dev],B172_PROF_ABC[Surface Max Dev],B173_PROF_ABC[Surface Min Dev],B173_PROF_ABC[Surface Max Dev],B187_TP_OD_ABC[X],B187_TP_OD_ABC[Y],B187_TP_OD_ABC[Z],B187_TP_OD_AD[X],B187_TP_OD_AD[Z],B190_TP_ID_ABC[X],B190_TP_ID_ABC[Y],B190_TP_ID_ABC[Z],B190_TP_ID_AF[X],B190_TP_ID_AF[Y],B190_TP_ID_AF[Z],B190_TP_OD_ABC[X],B190_TP_OD_ABC[Y],B190_TP_OD_ABC[Z],B190_TP_OD_AF[X],B190_TP_OD_AF[Y],B190_TP_OD_AF[Z],B191_TP_ABC[X],B191_TP_ABC[Y],B191_TP_ABC[Z],B191_TP_ABC[Profile Surface],B191_TP_ABC[Surface Min Dev],B191_TP_ABC[Surface Max Dev],B191_TP_AMN_SHORT[X],B191_TP_AMN_SHORT[Y],B192_TP_ABC[X],B192_TP_ABC[Y],B192_TP_ABC[Z],B192_TP_ABC[Profile Surface],B192_TP_ABC[Surface Min Dev],B192_TP_ABC[Surface Max Dev],B192_TP_AMN_SHORT[X],B192_TP_AMN_SHORT[Y],B193_PROF_ABC[Surface Min Dev],B193_PROF_ABC[Surface Max Dev],B193_PROF_BAY[Surface Min Dev],B193_PROF_BAY[Surface Max Dev],B194_PROF_ABC[Surface Min Dev],B194_PROF_ABC[Surface Max Dev],B194_PROF_BAY[Surface Min Dev],B194_PROF_BAY[Surface Max Dev],B203_TP_ABC[X],B203_TP_ABC[Y],B203_TP_ABC[Z],B203_TP_ABC[Profile Surface],B203_TP_ABC[Surface Min Dev],B203_TP_ABC[Surface Max Dev],B204_TP_ABC[X],B204_TP_ABC[Y],B204_TP_ABC[Z],B204_TP_ABC[Profile Surface],B204_TP_ABC[Surface Min Dev],B204_TP_ABC[Surface Max Dev],B205_PROF_ABC[Surface Min Dev],B205_PROF_ABC[Surface Max Dev],B206_PROF_ABC[Surface Min Dev],B206_PROF_ABC[Surface Max Dev],B207_TP_ABC[X],B207_TP_ABC[Y],B207_TP_ABC[Z],B207_TP_ABC[Profile Surface],B207_TP_ABC[Surface Min Dev],B207_TP_ABC[Surface Max Dev],B208_TP_ABC[X],B208_TP_ABC[Y],B208_TP_ABC[Z],B208_TP_ABC[Profile Surface],B208_TP_ABC[Surface Min Dev],B208_TP_ABC[Surface Max Dev],B213_PROF_ABC[Surface Min Dev],B213_PROF_ABC[Surface Max Dev],B213_PROF_BP[Surface Min Dev],B213_PROF_BP[Surface Max Dev],B214_PROF_ABC[Surface Min Dev],B214_PROF_ABC[Surface Max Dev],B214_PROF_BP[Surface Min Dev],B214_PROF_BP[Surface Max Dev],B215_TP_ABC[X],B215_TP_ABC[Y],B215_TP_ABC[Z],B215_TP_AMN_SHORT[X],B215_TP_AMN_SHORT[Y],B216_TP_ABC[X],B216_TP_ABC[Y],B216_TP_ABC[Z],B216_TP_AMN_SHORT[X],B216_TP_AMN_SHORT[Y],B219_LOC_ABC[X],B219_LOC_ABC[Y],B219_LOC_ABC[Z],B219_LOC_ABC[Surface Min Dev],B219_LOC_ABC[Surface Max Dev],B219_TP_AMN_SHORT[X],B219_TP_AMN_SHORT[Y],B220_TP_ABC[X],B220_TP_ABC[Y],B220_TP_ABC[Z],B220_TP_ABC[Profile Surface],B220_TP_ABC[Surface Min Dev],B220_TP_ABC[Surface Max Dev],B220_TP_AMN_SHORT[X],B220_TP_AMN_SHORT[Y],B221_TP_ABC[X],B221_TP_ABC[Y],B221_TP_ABC[Z],B221_TP_ABC[Surface Min Dev],B221_TP_ABC[Surface Max Dev],B221_TP_ADE_SHORT[X],B221_TP_ADE_SHORT[Y],B222_PROF_ABC[Surface Min Dev],B222_PROF_ABC[Surface Max Dev],B222_PROF_BAY[Surface Min Dev],B222_PROF_BAY[Surface Max Dev],B223_PROF_ABC[Surface Min Dev],B223_PROF_ABC[Surface Max Dev],B223_PROF_BAY[Surface Min Dev],B223_PROF_BAY[Surface Max Dev],B225_PROF_BP[Surface Min Dev],B225_PROF_BP[Surface Max Dev],FRT_CAB_MNT_Y_DIFF[X],FRT_CAB_MNT_Y_DIFF[Y],FrameLen[X],FrameLen[X Distance],FrameLen[Custom Scalar 9],LH Front Mod Datum[X],LH Front Mod Datum[Y],LH_Engine_Mount_Bottom[X],LH_Engine_Mount_Bottom[Y],RH Front Mod Datum[X],RH Front Mod Datum[Y],RH Rear Mod Datum[X],RH Rear Mod Datum[Y]
1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-2,-2,-2,-2,-2,-2,-2,-2,-1.5,-1.5,-1.5,-1.5,-2,-2,-2,-1,-1,-1,-2,-2,-2,-1,-1,-1,-2,-2,-2,-2,-1.5,-1.5,-1.5,-1,-1,-1,-1,-1,-1.5,-1.5,-1.5,-1,-1,-1,-1,-1,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-2,-2,-2,-1.5,-1.5,-2,-2,-2,-1.5,-1.5,-2,-2,-2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-2,-2,-2,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-2,-2,-2,-1,-1,-1,-1.5,-1.5,-2,-2,-2,-2,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1.5,-1.5,-1,-1.5,-1.5,-1.5,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-2,-2,-1,-1,-1,-1,-1,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5
2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,2,2,2,2,2,2,2,2,1.5,1.5,1.5,1.5,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1.5,1.5,1.5,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,1.5,1.5,2,2,2,1.5,1.5,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,2,2,2,1,1,1,1.5,1.5,2,2,2,2,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1.5,1.5,1.5,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1.5,1.5,1.5,1.5,1.5,1,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1.5,1.5,1.5,1,1,1,1.5,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2,2,1,1,1,1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
