,SN,Bad,Bad Critical,Critical Pass Rate,Good,Ignored,Pass Rate
126,FR220013010114,7,1,0.9090909090909091,82,1,0.9213483146067416
127,FR220013010115,8,1,0.9090909090909091,81,1,0.9101123595505618
128,FR220013010116,7,1,0.9090909090909091,82,1,0.9213483146067416
129,FR220013010117,8,1,0.9090909090909091,81,1,0.9101123595505618
130,FR220013010118,9,1,0.9090909090909091,80,1,0.898876404494382
131,FR220013010119,9,1,0.9090909090909091,80,1,0.898876404494382
132,FR220013010120,7,1,0.9090909090909091,82,1,0.9213483146067416
133,FR220013010121,7,1,0.9090909090909091,82,1,0.9213483146067416
134,FR220013010122,7,1,0.9090909090909091,82,1,0.9213483146067416
135,FR220013010123,7,1,0.9090909090909091,82,1,0.9213483146067416
136,FR220013010124,7,1,0.9090909090909091,82,1,0.9213483146067416
137,FR220013010125,7,1,0.9090909090909091,82,1,0.9213483146067416
138,FR220013010126,5,1,0.9090909090909091,84,1,0.9438202247191011
139,FR220013010127,7,1,0.9090909090909091,82,1,0.9213483146067416
140,FR220013010128,7,1,0.9090909090909091,82,1,0.9213483146067416
141,FR220013010129,7,1,0.9090909090909091,82,1,0.9213483146067416
142,FR220013010130,7,1,0.9090909090909091,82,1,0.9213483146067416
143,FR220013010131,7,1,0.9090909090909091,82,1,0.9213483146067416
144,FR220013010132,7,1,0.9090909090909091,82,1,0.9213483146067416
145,FR220013010133,9,1,0.9090909090909091,80,1,0.898876404494382
146,FR220013010134,8,1,0.9090909090909091,81,1,0.9101123595505618
147,FR220013010135,9,1,0.9090909090909091,80,1,0.898876404494382
148,FR220013010136,7,1,0.9090909090909091,82,1,0.9213483146067416
149,FR220013010137,8,1,0.9090909090909091,81,1,0.9101123595505618
150,FR220013010138,7,1,0.9090909090909091,82,1,0.9213483146067416
151,FR220013010139,9,1,0.9090909090909091,80,1,0.898876404494382
152,FR220013010140,7,1,0.9090909090909091,82,1,0.9213483146067416
153,FR220013010141,7,1,0.9090909090909091,82,1,0.9213483146067416
154,FR220013010142,7,1,0.9090909090909091,82,1,0.9213483146067416
155,FR220013010143,9,1,0.9090909090909091,80,1,0.898876404494382
156,FR220013010144,8,2,0.8181818181818182,81,1,0.9101123595505618
157,FR220013010145,11,1,0.9090909090909091,78,1,0.8764044943820225
158,FR220013010146,7,1,0.9090909090909091,82,1,0.9213483146067416
159,FR220013010147,9,1,0.9090909090909091,80,1,0.898876404494382
160,FR220013010148,8,1,0.9090909090909091,81,1,0.9101123595505618
161,FR220013010149,8,1,0.9090909090909091,81,1,0.9101123595505618
162,FR220013010150,7,1,0.9090909090909091,82,1,0.9213483146067416
163,FR220013010151,15,2,0.9090909090909091,163,2,0.9157303370786517
164,FR220013010152,7,1,0.9090909090909091,82,1,0.9213483146067416
165,FR220013010153,8,1,0.9090909090909091,81,1,0.9101123595505618
166,FR220013010154,7,1,0.9090909090909091,82,1,0.9213483146067416
167,FR220013010155,7,1,0.9090909090909091,82,1,0.9213483146067416
168,FR220013010156,7,1,0.9090909090909091,82,1,0.9213483146067416
169,FR220013010157,8,1,0.9090909090909091,81,1,0.9101123595505618
170,FR220013010158,7,1,0.9090909090909091,82,1,0.9213483146067416
171,FR220013010159,7,1,0.9090909090909091,82,1,0.9213483146067416
172,FR220013010160,7,1,0.9090909090909091,82,1,0.9213483146067416
173,FR220013010161,7,1,0.9090909090909091,82,1,0.9213483146067416
174,FR220013010162,7,1,0.9090909090909091,82,1,0.9213483146067416
175,FR220013010163,7,1,0.9090909090909091,82,1,0.9213483146067416
176,FR220013010164,7,1,0.9090909090909091,82,1,0.9213483146067416
177,FR220013010165,7,1,0.9090909090909091,82,1,0.9213483146067416
178,FR220013010166,7,1,0.9090909090909091,82,1,0.9213483146067416
179,FR220013010167,7,1,0.9090909090909091,82,1,0.9213483146067416
180,FR220013010168,8,1,0.9090909090909091,81,1,0.9101123595505618
181,FR220013010169,9,1,0.9090909090909091,80,1,0.898876404494382
182,FR220013010170,7,1,0.9090909090909091,82,1,0.9213483146067416
183,FR220013010171,7,1,0.9090909090909091,82,1,0.9213483146067416
184,FR220013010172,7,1,0.9090909090909091,82,1,0.9213483146067416
185,FR220013010173,10,2,0.8181818181818182,79,1,0.8876404494382022
186,FR220013010174,7,1,0.9090909090909091,82,1,0.9213483146067416
187,FR220013010175,8,1,0.9090909090909091,81,1,0.9101123595505618
188,FR220013010176,7,1,0.9090909090909091,82,1,0.9213483146067416
189,FR220013010177,7,1,0.9090909090909091,82,1,0.9213483146067416
190,FR220013010178,7,1,0.9090909090909091,82,1,0.9213483146067416
191,FR220013010179,8,2,0.8181818181818182,81,1,0.9101123595505618
192,FR220013010180,11,1,0.9090909090909091,78,1,0.8764044943820225
193,FR220013010181,11,1,0.9090909090909091,78,1,0.8764044943820225
194,FR220013010182,12,1,0.9090909090909091,77,1,0.8651685393258427
195,FR220013010183,9,1,0.9090909090909091,80,1,0.898876404494382
196,FR220013010184,14,2,0.8181818181818182,75,1,0.8426966292134831
197,FR220013010185,11,1,0.9090909090909091,78,1,0.8764044943820225
198,FR220013010186,11,1,0.9090909090909091,78,1,0.8764044943820225
199,FR220013010187,12,2,0.8181818181818182,77,1,0.8651685393258427
200,FR220013010188,9,2,0.8181818181818182,80,1,0.898876404494382
201,FR220013010189,10,2,0.8181818181818182,79,1,0.8876404494382022
202,FR220013010190,10,1,0.9090909090909091,79,1,0.8876404494382022
203,FR220013010191,9,1,0.9090909090909091,80,1,0.898876404494382
204,FR220013010192,9,1,0.9090909090909091,80,1,0.898876404494382
205,FR220013010193,9,1,0.9090909090909091,80,1,0.898876404494382
206,FR220013010194,7,1,0.9090909090909091,82,1,0.9213483146067416
207,FR220013010195,13,2,0.8181818181818182,76,1,0.8539325842696629
208,FR220013010196,13,1,0.9090909090909091,76,1,0.8539325842696629
209,FR220013010197,15,1,0.9090909090909091,74,1,0.8314606741573034
210,FR220013010198,11,1,0.9090909090909091,78,1,0.8764044943820225
211,FR220013010199,14,2,0.8181818181818182,75,1,0.8426966292134831
212,FR220013010200,9,1,0.9090909090909091,80,1,0.898876404494382
213,FR220013010201,11,1,0.9090909090909091,78,1,0.8764044943820225
214,FR220013010202,11,1,0.9090909090909091,78,1,0.8764044943820225
215,FR220013010203,11,1,0.9090909090909091,78,1,0.8764044943820225
216,FR220013010204,11,1,0.9090909090909091,78,1,0.8764044943820225
217,FR220013010205,11,1,0.9090909090909091,78,1,0.8764044943820225
218,FR220013010206,11,1,0.9090909090909091,78,1,0.8764044943820225
219,FR220013010207,7,1,0.9090909090909091,82,1,0.9213483146067416
220,FR220013010208,11,1,0.9090909090909091,78,1,0.8764044943820225
221,FR220013010209,11,1,0.9090909090909091,78,1,0.8764044943820225
222,FR220013010210,11,1,0.9090909090909091,78,1,0.8764044943820225
223,FR220013010211,7,1,0.9090909090909091,82,1,0.9213483146067416
224,FR220013010212,7,1,0.9090909090909091,82,1,0.9213483146067416
225,FR220013010213,7,1,0.9090909090909091,82,1,0.9213483146067416
226,FR220013010214,7,1,0.9090909090909091,82,1,0.9213483146067416
227,FR220013010215,7,1,0.9090909090909091,82,1,0.9213483146067416
228,FR220013010216,7,1,0.9090909090909091,82,1,0.9213483146067416
229,FR220013010217,7,1,0.9090909090909091,82,1,0.9213483146067416
230,FR220013010218,9,1,0.9090909090909091,80,1,0.898876404494382
231,FR220013010219,9,1,0.9090909090909091,80,1,0.898876404494382
232,FR220013010220,11,1,0.9090909090909091,78,1,0.8764044943820225
233,FR220013010221,11,1,0.9090909090909091,78,1,0.8764044943820225
234,FR220013010222,11,1,0.9090909090909091,78,1,0.8764044943820225
235,FR220013010223,11,1,0.9090909090909091,78,1,0.8764044943820225
236,FR220013010224,10,3,0.7272727272727273,79,1,0.8876404494382022
237,FR220013010225,8,2,0.8181818181818182,81,1,0.9101123595505618
238,FR220013010226,7,1,0.9090909090909091,82,1,0.9213483146067416
239,FR220013010227,11,1,0.9090909090909091,78,1,0.8764044943820225
240,FR220013010228,8,1,0.9090909090909091,81,1,0.9101123595505618
241,FR220013010229,10,1,0.9090909090909091,79,1,0.8876404494382022
242,FR220013010230,9,1,0.9090909090909091,80,1,0.898876404494382
243,FR220013010231,7,1,0.9090909090909091,82,1,0.9213483146067416
244,FR220013010232,7,1,0.9090909090909091,82,1,0.9213483146067416
245,FR220013010233,7,1,0.9090909090909091,82,1,0.9213483146067416
246,FR220013010234,7,1,0.9090909090909091,82,1,0.9213483146067416
247,FR320009010235,18,1,0.9090909090909091,71,1,0.797752808988764
248,FR320009010236,19,2,0.8181818181818182,70,1,0.7865168539325843
249,FR320009010237,69,9,0.7272727272727273,198,3,0.7415730337078652
250,FR320009010238,15,1,0.9090909090909091,74,1,0.8314606741573034
251,FR320009010239,20,2,0.9090909090909091,158,2,0.8876404494382022
252,FR320009010240,20,1,0.9090909090909091,69,1,0.7752808988764045
253,FR220021010005,7,1,0.9090909090909091,82,1,0.9213483146067416
254,FR220021010006,7,1,0.9090909090909091,82,1,0.9213483146067416
255,FR220021010007,8,1,0.9090909090909091,81,1,0.9101123595505618
256,FR220021010008,7,1,0.9090909090909091,82,1,0.9213483146067416
257,FR220021010009,7,1,0.9090909090909091,82,1,0.9213483146067416
258,FR220021010010,7,1,0.9090909090909091,82,1,0.9213483146067416
259,FR220021010011,7,1,0.9090909090909091,82,1,0.9213483146067416
260,FR220021010012,9,1,0.9090909090909091,80,1,0.898876404494382
261,FR220021010013,10,1,0.9090909090909091,79,1,0.8876404494382022
262,FR220021010014,6,2,0.8181818181818182,83,1,0.9325842696629213
263,FR220021010015,8,2,0.8181818181818182,81,1,0.9101123595505618
264,FR220021010016,9,1,0.9090909090909091,80,1,0.898876404494382
265,FR220021010017,9,1,0.9090909090909091,80,1,0.898876404494382
266,FR220021010018,8,2,0.8181818181818182,81,1,0.9101123595505618
267,FR220021010019,6,2,0.8181818181818182,83,1,0.9325842696629213
268,FR220021010020,7,1,0.9090909090909091,82,1,0.9213483146067416
269,FR220021010021,7,1,0.9090909090909091,82,1,0.9213483146067416
270,FR220021010022,9,1,0.9090909090909091,80,1,0.898876404494382
271,FR220021010023,7,3,0.7272727272727273,82,1,0.9213483146067416
272,FR220021010024,7,3,0.7272727272727273,82,1,0.9213483146067416
273,FR220021010025,8,2,0.8181818181818182,81,1,0.9101123595505618
274,FR220021010026,7,1,0.9090909090909091,82,1,0.9213483146067416
275,FR220021010027,7,1,0.9090909090909091,82,1,0.9213483146067416
276,FR220021010028,6,2,0.8181818181818182,83,1,0.9325842696629213
277,FR220021010029,6,2,0.8181818181818182,83,1,0.9325842696629213
278,FR220021010030,6,2,0.8181818181818182,83,1,0.9325842696629213
279,FR220021010031,8,2,0.8181818181818182,81,1,0.9101123595505618
280,FR220021010032,7,1,0.9090909090909091,82,1,0.9213483146067416
281,FR220021010033,8,2,0.8181818181818182,81,1,0.9101123595505618
282,FR220021010034,6,1,0.9090909090909091,83,1,0.9325842696629213
283,FR220021010035,7,1,0.9090909090909091,82,1,0.9213483146067416
284,FR220021010036,6,2,0.8181818181818182,83,1,0.9325842696629213
285,FR220021010037,7,1,0.9090909090909091,82,1,0.9213483146067416
286,FR220021010038,7,1,0.9090909090909091,82,1,0.9213483146067416
287,FR220021010039,7,1,0.9090909090909091,82,1,0.9213483146067416
288,FR220021010040,6,2,0.8181818181818182,83,1,0.9325842696629213
289,FR220021010041,7,1,0.9090909090909091,82,1,0.9213483146067416
290,FR220021010042,7,1,0.9090909090909091,82,1,0.9213483146067416
291,FR220021010043,7,1,0.9090909090909091,82,1,0.9213483146067416
292,FR220021010044,7,1,0.9090909090909091,82,1,0.9213483146067416
293,FR220021010045,7,1,0.9090909090909091,82,1,0.9213483146067416
294,FR220021010046,8,2,0.8181818181818182,81,1,0.9101123595505618
295,FR220021010047,8,1,0.9090909090909091,81,1,0.9101123595505618
296,FR220021010048,7,1,0.9090909090909091,82,1,0.9213483146067416
297,FR220021010049,8,1,0.9090909090909091,81,1,0.9101123595505618
298,FR220021010050,5,1,0.9090909090909091,84,1,0.9438202247191011
299,FR220021010051,8,2,0.8181818181818182,81,1,0.9101123595505618
300,FR220021010052,7,1,0.9090909090909091,82,1,0.9213483146067416
301,FR220021010053,8,2,0.8181818181818182,81,1,0.9101123595505618
302,FR220021010054,7,1,0.9090909090909091,82,1,0.9213483146067416
303,FR220021010055,10,2,0.8181818181818182,79,1,0.8876404494382022
304,FR220021010056,8,2,0.8181818181818182,81,1,0.9101123595505618
305,FR220021010057,10,1,0.9090909090909091,79,1,0.8876404494382022
306,FR220021010058,8,2,0.8181818181818182,81,1,0.9101123595505618
307,FR220021010059,7,1,0.9090909090909091,82,1,0.9213483146067416
308,FR220021010060,7,1,0.9090909090909091,82,1,0.9213483146067416
309,FR220021010061,9,2,0.8181818181818182,80,1,0.898876404494382
310,FR220021010062,7,1,0.9090909090909091,82,1,0.9213483146067416
311,FR220021010063,7,3,0.7272727272727273,82,1,0.9213483146067416
312,FR220021010064,8,2,0.8181818181818182,81,1,0.9101123595505618
313,FR220021010065,10,2,0.8181818181818182,79,1,0.8876404494382022
314,FR220021010066,7,1,0.9090909090909091,82,1,0.9213483146067416
315,FR220021010067,8,1,0.9090909090909091,81,1,0.9101123595505618
316,FR220021010068,7,1,0.9090909090909091,82,1,0.9213483146067416
317,FR220021010069,9,1,0.9090909090909091,80,1,0.898876404494382
318,FR220021010070,8,2,0.8181818181818182,81,1,0.9101123595505618
319,FR220021010071,8,2,0.8181818181818182,81,1,0.9101123595505618
320,FR220021010072,8,2,0.8181818181818182,81,1,0.9101123595505618
321,FR220021010073,8,2,0.8181818181818182,81,1,0.9101123595505618
322,FR220021010074,8,2,0.8181818181818182,81,1,0.9101123595505618
323,FR220021010075,7,1,0.9090909090909091,82,1,0.9213483146067416
324,FR220021010076,7,1,0.9090909090909091,82,1,0.9213483146067416
325,FR220021010077,9,2,0.8181818181818182,80,1,0.898876404494382
326,FR220021010078,7,1,0.9090909090909091,82,1,0.9213483146067416
327,FR220021010079,8,2,0.8181818181818182,81,1,0.9101123595505618
328,FR220021010080,8,1,0.9090909090909091,81,1,0.9101123595505618
329,FR220021010081,8,1,0.9090909090909091,81,1,0.9101123595505618
330,FR220021010082,8,2,0.8181818181818182,81,1,0.9101123595505618
331,FR220021010083,7,1,0.9090909090909091,82,1,0.9213483146067416
332,FR220021010084,7,1,0.9090909090909091,82,1,0.9213483146067416
333,FR220021010085,7,1,0.9090909090909091,82,1,0.9213483146067416
334,FR220021010086,6,1,0.9090909090909091,83,1,0.9325842696629213
335,FR220021010087,8,1,0.9090909090909091,81,1,0.9101123595505618
336,FR220021010088,5,1,0.9090909090909091,84,1,0.9438202247191011
337,FR220021010089,7,1,0.9090909090909091,82,1,0.9213483146067416
338,FR220021010090,7,1,0.9090909090909091,82,1,0.9213483146067416
339,FR220021010091,7,1,0.9090909090909091,82,1,0.9213483146067416
340,FR220021010092,7,1,0.9090909090909091,82,1,0.9213483146067416
341,FR220021010093,7,1,0.9090909090909091,82,1,0.9213483146067416
342,FR220021010094,8,2,0.8181818181818182,81,1,0.9101123595505618
343,FR220021010095,6,2,0.8181818181818182,83,1,0.9325842696629213
344,FR220021010096,7,1,0.9090909090909091,82,1,0.9213483146067416
345,FR220021010097,8,2,0.8181818181818182,81,1,0.9101123595505618
346,FR220021010098,7,1,0.9090909090909091,82,1,0.9213483146067416
347,FR220021010099,8,2,0.8181818181818182,81,1,0.9101123595505618
348,FR220021010100,8,2,0.8181818181818182,81,1,0.9101123595505618
349,FR220021010101,9,1,0.9090909090909091,80,1,0.898876404494382
350,FR220021010102,11,1,0.9090909090909091,78,1,0.8764044943820225
351,FR220021010103,9,2,0.8181818181818182,80,1,0.898876404494382
352,FR220021010104,7,1,0.9090909090909091,82,1,0.9213483146067416
353,FR220021010105,10,2,0.8181818181818182,79,1,0.8876404494382022
354,FR220021010106,9,1,0.9090909090909091,80,1,0.898876404494382
355,FR220021010107,6,2,0.8181818181818182,83,1,0.9325842696629213
356,FR220021010108,5,1,0.9090909090909091,84,1,0.9438202247191011
357,FR220021010109,5,1,0.9090909090909091,84,1,0.9438202247191011
358,FR220021010110,7,1,0.9090909090909091,82,1,0.9213483146067416
359,FR220021010111,7,1,0.9090909090909091,82,1,0.9213483146067416
360,FR220021010112,8,2,0.8181818181818182,81,1,0.9101123595505618
361,FR220021010113,8,2,0.8181818181818182,81,1,0.9101123595505618
362,FR220021010114,8,2,0.8181818181818182,81,1,0.9101123595505618
363,FR220021010115,8,2,0.8181818181818182,81,1,0.9101123595505618
364,FR220021010116,8,2,0.8181818181818182,81,1,0.9101123595505618
365,FR220021010117,7,1,0.9090909090909091,82,1,0.9213483146067416
366,FR220021010118,5,1,0.9090909090909091,84,1,0.9438202247191011
367,FR220021010119,8,2,0.8181818181818182,81,1,0.9101123595505618
368,FR220021010120,7,1,0.9090909090909091,82,1,0.9213483146067416
369,FR220021010121,5,1,0.9090909090909091,84,1,0.9438202247191011
370,FR220021010122,5,1,0.9090909090909091,84,1,0.9438202247191011
371,FR220021010123,7,1,0.9090909090909091,82,1,0.9213483146067416
372,FR220021010124,8,2,0.8181818181818182,81,1,0.9101123595505618
373,FR220021010125,7,1,0.9090909090909091,82,1,0.9213483146067416
374,FR220021010126,7,1,0.9090909090909091,82,1,0.9213483146067416
375,FR220021010127,7,1,0.9090909090909091,82,1,0.9213483146067416
376,FR220021010128,9,1,0.9090909090909091,80,1,0.898876404494382
377,FR220021010129,8,2,0.8181818181818182,81,1,0.9101123595505618
378,FR220021010130,9,1,0.9090909090909091,80,1,0.898876404494382
379,FR220021010131,8,2,0.8181818181818182,81,1,0.9101123595505618
380,FR220021010132,8,2,0.8181818181818182,81,1,0.9101123595505618
381,FR220021010133,8,2,0.8181818181818182,81,1,0.9101123595505618
382,FR220021010134,5,1,0.9090909090909091,84,1,0.9438202247191011
383,FR220021010135,8,2,0.8181818181818182,81,1,0.9101123595505618
384,FR220021010136,9,1,0.9090909090909091,80,1,0.898876404494382
385,FR220021010137,7,1,0.9090909090909091,82,1,0.9213483146067416
386,FR220021010138,8,2,0.8181818181818182,81,1,0.9101123595505618
387,FR220021010139,7,1,0.9090909090909091,82,1,0.9213483146067416
388,FR220021010140,6,2,0.8181818181818182,83,1,0.9325842696629213
389,FR220021010141,5,1,0.9090909090909091,84,1,0.9438202247191011
390,FR220021010142,5,1,0.9090909090909091,84,1,0.9438202247191011
391,FR220021010143,4,1,0.9090909090909091,85,1,0.9550561797752809
392,FR220021010144,8,2,0.8181818181818182,81,1,0.9101123595505618
393,FR220021010145,8,2,0.8181818181818182,81,1,0.9101123595505618
394,FR220021010146,7,1,0.9090909090909091,82,1,0.9213483146067416
395,FR220021010147,7,1,0.9090909090909091,82,1,0.9213483146067416
396,FR220021010148,7,1,0.9090909090909091,82,1,0.9213483146067416
397,FR220021010149,6,2,0.8181818181818182,83,1,0.9325842696629213
398,FR220021010150,7,1,0.9090909090909091,82,1,0.9213483146067416
399,FR220021010151,8,2,0.8181818181818182,81,1,0.9101123595505618
400,FR220021010152,7,1,0.9090909090909091,82,1,0.9213483146067416
401,FR220021010153,5,1,0.9090909090909091,84,1,0.9438202247191011
402,FR220021010154,10,2,0.8181818181818182,79,1,0.8876404494382022
403,FR220021010155,7,1,0.9090909090909091,82,1,0.9213483146067416
404,FR220021010156,7,1,0.9090909090909091,82,1,0.9213483146067416
405,FR220021010157,7,1,0.9090909090909091,82,1,0.9213483146067416
406,FR220021010158,8,2,0.8181818181818182,81,1,0.9101123595505618
407,FR220021010159,7,1,0.9090909090909091,82,1,0.9213483146067416
408,FR220021010160,7,1,0.9090909090909091,82,1,0.9213483146067416
409,FR220021010161,8,1,0.9090909090909091,81,1,0.9101123595505618
410,FR220021010162,6,2,0.8181818181818182,83,1,0.9325842696629213
411,FR220021010163,7,1,0.9090909090909091,82,1,0.9213483146067416
412,FR220021010164,6,2,0.8181818181818182,83,1,0.9325842696629213
413,FR220021010165,5,1,0.9090909090909091,84,1,0.9438202247191011
414,FR220021010166,5,1,0.9090909090909091,84,1,0.9438202247191011
415,FR220021010167,7,1,0.9090909090909091,82,1,0.9213483146067416
416,FR220021010168,8,2,0.8181818181818182,81,1,0.9101123595505618
417,FR220021010169,8,2,0.8181818181818182,81,1,0.9101123595505618
418,FR220021010170,8,2,0.8181818181818182,81,1,0.9101123595505618
419,FR220021010171,7,1,0.9090909090909091,82,1,0.9213483146067416
420,FR220021010172,7,1,0.9090909090909091,82,1,0.9213483146067416
421,FR220021010173,7,1,0.9090909090909091,82,1,0.9213483146067416
422,FR220021010174,8,2,0.8181818181818182,81,1,0.9101123595505618
423,FR220021010175,7,1,0.9090909090909091,82,1,0.9213483146067416
424,FR220021010176,7,1,0.9090909090909091,82,1,0.9213483146067416
425,FR220021010177,7,1,0.9090909090909091,82,1,0.9213483146067416
426,FR220021010178,8,2,0.8181818181818182,81,1,0.9101123595505618
427,FR220021010179,8,2,0.8181818181818182,81,1,0.9101123595505618
428,FR220021010180,8,2,0.8181818181818182,81,1,0.9101123595505618
429,FR220021010181,18,4,0.8181818181818182,160,2,0.898876404494382
430,FR220021010182,7,1,0.9090909090909091,82,1,0.9213483146067416
431,FR220021010183,7,1,0.9090909090909091,82,1,0.9213483146067416
432,FR220021010184,8,2,0.8181818181818182,81,1,0.9101123595505618
433,FR220021010185,7,1,0.9090909090909091,82,1,0.9213483146067416
434,FR220021010186,7,1,0.9090909090909091,82,1,0.9213483146067416
435,FR220021010187,7,1,0.9090909090909091,82,1,0.9213483146067416
436,FR220021010188,7,1,0.9090909090909091,82,1,0.9213483146067416
437,FR220021010189,7,1,0.9090909090909091,82,1,0.9213483146067416
438,FR220021010190,7,1,0.9090909090909091,82,1,0.9213483146067416
439,FR220021010191,7,1,0.9090909090909091,82,1,0.9213483146067416
440,FR220021010192,8,2,0.8181818181818182,81,1,0.9101123595505618
441,FR220021010193,8,1,0.9090909090909091,81,1,0.9101123595505618
442,FR220021010194,8,2,0.8181818181818182,81,1,0.9101123595505618
443,FR220021010195,7,1,0.9090909090909091,82,1,0.9213483146067416
444,FR220021010196,7,1,0.9090909090909091,82,1,0.9213483146067416
445,FR220021010197,7,1,0.9090909090909091,82,1,0.9213483146067416
446,FR220021010198,9,1,0.9090909090909091,80,1,0.898876404494382
447,FR220021010199,8,2,0.8181818181818182,81,1,0.9101123595505618
448,FR220021010200,8,2,0.8181818181818182,81,1,0.9101123595505618
449,FR220021010201,7,1,0.9090909090909091,82,1,0.9213483146067416
450,FR220021010202,7,1,0.9090909090909091,82,1,0.9213483146067416
451,FR220021010203,7,1,0.9090909090909091,82,1,0.9213483146067416
452,FR220021010204,8,2,0.8181818181818182,81,1,0.9101123595505618
453,FR220021010205,7,1,0.9090909090909091,82,1,0.9213483146067416
454,FR220021010206,7,1,0.9090909090909091,82,1,0.9213483146067416
455,FR220021010207,7,1,0.9090909090909091,82,1,0.9213483146067416
456,FR220021010208,9,2,0.8181818181818182,80,1,0.898876404494382
457,FR220021010209,7,1,0.9090909090909091,82,1,0.9213483146067416
458,FR220021010210,7,1,0.9090909090909091,82,1,0.9213483146067416
459,FR220021010211,8,2,0.8181818181818182,81,1,0.9101123595505618
460,FR220021010212,6,2,0.8181818181818182,83,1,0.9325842696629213
461,FR220021010213,7,1,0.9090909090909091,82,1,0.9213483146067416
462,FR220021010214,7,2,0.8181818181818182,82,1,0.9213483146067416
463,FR220021010215,11,2,0.8181818181818182,78,1,0.8764044943820225
464,FR220021010216,9,1,0.9090909090909091,80,1,0.898876404494382
465,FR220021010217,7,1,0.9090909090909091,82,1,0.9213483146067416
466,FR220021010218,8,2,0.8181818181818182,81,1,0.9101123595505618
467,FR220021010219,7,1,0.9090909090909091,82,1,0.9213483146067416
468,FR220021010220,7,1,0.9090909090909091,82,1,0.9213483146067416
469,FR220021010221,8,2,0.8181818181818182,81,1,0.9101123595505618
470,FR220021010222,8,1,0.9090909090909091,81,1,0.9101123595505618
471,FR220021010223,7,1,0.9090909090909091,82,1,0.9213483146067416
472,FR220021010224,8,2,0.8181818181818182,81,1,0.9101123595505618
473,FR220021010225,7,1,0.9090909090909091,82,1,0.9213483146067416
474,FR220021010226,8,2,0.8181818181818182,81,1,0.9101123595505618
475,FR220021010227,8,2,0.8181818181818182,81,1,0.9101123595505618
476,FR220021010228,9,3,0.7272727272727273,80,1,0.898876404494382
477,FR220021010229,7,1,0.9090909090909091,82,1,0.9213483146067416
478,FR220021010230,8,2,0.8181818181818182,81,1,0.9101123595505618
479,FR220021010231,9,3,0.7272727272727273,80,1,0.898876404494382
480,FR220021010232,8,1,0.9090909090909091,81,1,0.9101123595505618
481,FR220021010233,8,2,0.8181818181818182,81,1,0.9101123595505618
482,FR220021010234,8,2,0.8181818181818182,81,1,0.9101123595505618
483,FR220021010235,6,2,0.8181818181818182,83,1,0.9325842696629213
484,FR220021010236,8,2,0.8181818181818182,81,1,0.9101123595505618
485,FR220021010237,8,2,0.8181818181818182,81,1,0.9101123595505618
486,FR220021010238,7,1,0.9090909090909091,82,1,0.9213483146067416
487,FR220021010239,7,1,0.9090909090909091,82,1,0.9213483146067416
488,FR220021010240,8,2,0.8181818181818182,81,1,0.9101123595505618
489,FR220021010241,9,2,0.8181818181818182,80,1,0.898876404494382
490,FR220021010242,9,2,0.8181818181818182,80,1,0.898876404494382
491,FR220021010243,8,2,0.8181818181818182,81,1,0.9101123595505618
492,FR220021010244,8,2,0.8181818181818182,81,1,0.9101123595505618
493,FR220021010245,7,1,0.9090909090909091,82,1,0.9213483146067416
494,FR220021010246,7,1,0.9090909090909091,82,1,0.9213483146067416
495,FR220021010247,7,1,0.9090909090909091,82,1,0.9213483146067416
496,FR220021010248,8,1,0.9090909090909091,81,1,0.9101123595505618
497,FR220021010249,7,1,0.9090909090909091,82,1,0.9213483146067416
498,FR220021010250,11,2,0.8181818181818182,78,1,0.8764044943820225
499,FR220021010251,16,4,0.8181818181818182,162,2,0.9101123595505618
500,FR220021010252,7,1,0.9090909090909091,82,1,0.9213483146067416
501,FR220021010253,8,1,0.9090909090909091,81,1,0.9101123595505618
502,FR220021010254,7,1,0.9090909090909091,82,1,0.9213483146067416
503,FR220021010255,8,2,0.8181818181818182,81,1,0.9101123595505618
504,FR220021010256,8,2,0.8181818181818182,81,1,0.9101123595505618
505,FR220021010257,7,1,0.9090909090909091,82,1,0.9213483146067416
506,FR220021010258,8,2,0.8181818181818182,81,1,0.9101123595505618
507,FR220021010259,8,2,0.8181818181818182,81,1,0.9101123595505618
508,FR220021010260,7,1,0.9090909090909091,82,1,0.9213483146067416
509,FR220021010261,7,1,0.9090909090909091,82,1,0.9213483146067416
510,FR320021010000,7,2,0.8181818181818182,82,1,0.9213483146067416
511,FR320021010001,8,2,0.8181818181818182,81,1,0.9101123595505618
512,FR320021010002,7,1,0.9090909090909091,82,1,0.9213483146067416
513,FR320021010003,8,2,0.8181818181818182,81,1,0.9101123595505618
514,FR320021010004,9,3,0.7272727272727273,80,1,0.898876404494382
515,FR320021010005,7,1,0.9090909090909091,82,1,0.9213483146067416
516,FR320021010006,7,1,0.9090909090909091,82,1,0.9213483146067416
517,FR320021010007,8,2,0.8181818181818182,81,1,0.9101123595505618
518,FR320021010008,8,2,0.8181818181818182,81,1,0.9101123595505618
519,FR320021010009,8,2,0.8181818181818182,81,1,0.9101123595505618
520,FR320021010010,8,2,0.8181818181818182,81,1,0.9101123595505618
521,FR320021010011,7,1,0.9090909090909091,82,1,0.9213483146067416
522,FR320021010012,16,3,0.8636363636363636,162,2,0.9101123595505618
523,FR320021010013,8,1,0.9090909090909091,81,1,0.9101123595505618
524,FR320021010014,5,1,0.9090909090909091,84,1,0.9438202247191011
525,FR320021010015,7,1,0.9090909090909091,82,1,0.9213483146067416
